,Estados Unidos Mexicanos,Entidad federativa,Área urbana y rural ,Alfabetismo,Sexo,Población de 6 años y más,6 años,7 años,8 años,9 años,De 10 a 14 años,De 15 a 19 años,De 20 a 24 años,De 25 a 29 años,De 30 a 39 años,De 40 a 49 años,De 50 a 59 años,De 60 y más años,No indicados
533,Estados Unidos Mexicanos,Nuevo León,Rural,Total,Total,258161,10370,9271,9752,8332,40974,33275,27774,20774,34756,24106,18732,19708,337
534,Estados Unidos Mexicanos,Nuevo León,Rural,Total,Hombres,134827,5273,4711,4992,4318,21271,17219,14202,10428,17984,12658,10482,11114,175
535,Estados Unidos Mexicanos,Nuevo León,Rural,Total,Mujeres,123334,5097,4560,4760,4014,19703,16056,13572,10346,16772,11448,8250,8594,162
536,Estados Unidos Mexicanos,Nuevo León,Rural,Alfabetos,Total,186503,2171,5178,6892,6657,35139,27947,22568,16112,26772,16434,10499,10033,101
537,Estados Unidos Mexicanos,Nuevo León,Rural,Alfabetos,Hombres,98596,1027,2597,3516,3418,18101,14398,11681,8215,14153,9050,6246,6139,55
538,Estados Unidos Mexicanos,Nuevo León,Rural,Alfabetos,Mujeres,87907,1144,2581,3376,3239,17038,13549,10887,7897,12619,7384,4253,3894,46
539,Estados Unidos Mexicanos,Nuevo León,Rural,Analfabetos,Total,71658,8199,4093,2860,1675,5835,5328,5206,4662,7984,7672,8233,9675,236
540,Estados Unidos Mexicanos,Nuevo León,Rural,Analfabetos,Hombres,36231,4246,2114,1476,900,3170,2821,2521,2213,3831,3608,4236,4975,120
541,Estados Unidos Mexicanos,Nuevo León,Rural,Analfabetos,Mujeres,35427,3953,1979,1384,775,2665,2507,2685,2449,4153,4064,3997,4700,116
542,Estados Unidos Mexicanos,Oaxaca,Total,Total,Total,1402377,55645,51832,54297,41826,211476,168074,144539,129371,202758,133357,99340,97944,11918
543,Estados Unidos Mexicanos,Oaxaca,Total,Total,Hombres,694496,28093,26227,27085,21191,110539,82645,69179,61242,100704,65362,48601,47743,5885
544,Estados Unidos Mexicanos,Oaxaca,Total,Total,Mujeres,707881,27552,25605,27212,20635,100937,85429,75360,68129,102054,67995,50739,50201,6033
545,Estados Unidos Mexicanos,Oaxaca,Total,Alfabetos,Total,573387,5052,11479,17380,17877,111865,90289,66930,60805,87691,48386,27787,27557,289
546,Estados Unidos Mexicanos,Oaxaca,Total,Alfabetos,Hombres,336376,2615,5755,8997,9449,61256,49097,38299,35089,54961,32911,19513,18258,176
547,Estados Unidos Mexicanos,Oaxaca,Total,Alfabetos,Mujeres,237011,2437,5724,8383,8428,50609,41192,28631,25716,32730,15475,8274,9299,113
548,Estados Unidos Mexicanos,Oaxaca,Total,Analfabetos,Total,828990,50593,40353,36917,23949,99611,77785,77609,68566,115067,84971,71553,70387,11629
549,Estados Unidos Mexicanos,Oaxaca,Total,Analfabetos,Hombres,358120,25478,20472,18088,11742,49283,33548,30880,26153,45743,32451,29088,29485,5709
550,Estados Unidos Mexicanos,Oaxaca,Total,Analfabetos,Mujeres,470870,25115,19881,18829,12207,50328,44237,46729,42413,69324,52520,42465,40902,5920
551,Estados Unidos Mexicanos,Oaxaca,Urbana,Total,Total,342078,12270,11785,12330,9911,50896,40991,40902,28965,48641,31801,23971,29323,292
552,Estados Unidos Mexicanos,Oaxaca,Urbana,Total,Hombres,165400,6231,5904,6157,4933,25985,19836,19336,13316,23389,15304,11419,13434,156
553,Estados Unidos Mexicanos,Oaxaca,Urbana,Total,Mujeres,176678,6039,5881,6173,4978,24911,21155,21566,15649,25252,16497,12552,15889,136
554,Estados Unidos Mexicanos,Oaxaca,Urbana,Alfabetos,Total,186041,1731,3794,5765,5851,33977,26963,27869,16624,25553,14951,9789,13103,71
555,Estados Unidos Mexicanos,Oaxaca,Urbana,Alfabetos,Hombres,101075,904,1705,3008,3040,18085,14010,14449,8808,14633,9056,5978,7357,42
556,Estados Unidos Mexicanos,Oaxaca,Urbana,Alfabetos,Mujeres,84966,827,2089,2757,2811,15892,12953,13420,7816,10920,5895,3811,5746,29
557,Estados Unidos Mexicanos,Oaxaca,Urbana,Analfabetos,Total,156037,10539,7991,6565,4060,16919,14028,13033,12341,23088,16850,14182,16220,221
558,Estados Unidos Mexicanos,Oaxaca,Urbana,Analfabetos,Hombres,64325,5327,4199,3149,1893,7900,5826,4887,4508,8756,6248,5441,6077,114
559,Estados Unidos Mexicanos,Oaxaca,Urbana,Analfabetos,Mujeres,91712,5212,3792,3416,2167,9019,8202,8146,7833,14332,10602,8741,10143,107
560,Estados Unidos Mexicanos,Oaxaca,Rural,Total,Total,1060299,43375,40047,41967,31915,160580,127083,103637,100406,154117,101556,75369,68621,11626
561,Estados Unidos Mexicanos,Oaxaca,Rural,Total,Hombres,529096,21862,20323,20928,16258,84554,62809,49843,47926,77315,50058,37182,34309,5729
562,Estados Unidos Mexicanos,Oaxaca,Rural,Total,Mujeres,531203,21513,19724,21039,15657,76026,64274,53794,52480,76802,51498,38187,34312,5897
563,Estados Unidos Mexicanos,Oaxaca,Rural,Alfabetos,Total,387346,3321,7685,11615,12026,77888,63326,39061,44181,62138,33435,17998,14454,218
564,Estados Unidos Mexicanos,Oaxaca,Rural,Alfabetos,Hombres,235301,1711,4050,5989,6409,43171,35087,23850,26281,40328,23855,13535,10901,134
565,Estados Unidos Mexicanos,Oaxaca,Rural,Alfabetos,Mujeres,152045,1610,3635,5626,5617,34717,28239,15211,17900,21810,9580,4463,3553,84
566,Estados Unidos Mexicanos,Oaxaca,Rural,Analfabetos,Total,672953,40054,32362,30352,19889,82692,63757,64576,56225,91979,68121,57371,54167,11408
567,Estados Unidos Mexicanos,Oaxaca,Rural,Analfabetos,Hombres,293795,20151,16273,14939,9849,41383,27722,25993,21645,36987,26203,23647,23408,5595
568,Estados Unidos Mexicanos,Oaxaca,Rural,Analfabetos,Mujeres,379158,19903,16089,15413,10040,41309,36035,38583,34580,54992,41918,33724,30759,5813
569,Estados Unidos Mexicanos,Puebla,Total,Total,Total,1587333,65859,61082,60818,49712,248225,198755,148115,143011,227686,148764,110135,121785,3386
570,Estados Unidos Mexicanos,Puebla,Total,Total,Hombres,783374,33312,31437,30451,25277,127495,98955,70121,67463,112292,73237,53858,57793,1683
571,Estados Unidos Mexicanos,Puebla,Total,Total,Mujeres,803959,32547,29645,30367,24435,120730,99800,77994,75548,115394,75527,56277,63992,1703
572,Estados Unidos Mexicanos,Puebla,Total,Alfabetos,Total,797340,5507,14577,22500,25170,155449,126177,84578,79167,118915,71055,46708,46646,891
573,Estados Unidos Mexicanos,Puebla,Total,Alfabetos,Hombres,444602,2769,7632,11568,13129,81726,66726,44428,43480,70591,44366,29621,27997,569
574,Estados Unidos Mexicanos,Puebla,Total,Alfabetos,Mujeres,352738,2738,6945,10932,12041,73723,59451,40150,35687,48324,26689,17087,18649,322
575,Estados Unidos Mexicanos,Puebla,Total,Analfabetos,Total,789993,60352,46505,38318,24542,92776,72578,63537,63844,108771,77709,63427,75139,2495
576,Estados Unidos Mexicanos,Puebla,Total,Analfabetos,Hombres,338772,30543,23805,18883,12148,45769,32229,25693,23983,41701,28871,24237,29796,1114
577,Estados Unidos Mexicanos,Puebla,Total,Analfabetos,Mujeres,451221,29809,22700,19435,12394,47007,40349,37844,39861,67070,48838,39190,45343,1381
578,Estados Unidos Mexicanos,Puebla,Urbana,Total,Total,627417,24263,22777,22671,19094,94247,76470,65881,58952,90129,59438,44081,48438,976
579,Estados Unidos Mexicanos,Puebla,Urbana,Total,Hombres,300247,12231,11655,11154,9662,47361,36526,29725,27284,43113,28434,21043,21531,528
580,Estados Unidos Mexicanos,Puebla,Urbana,Total,Mujeres,327170,12032,11122,11517,9432,46886,39944,36156,31668,47016,31004,23038,26907,448
581,Estados Unidos Mexicanos,Puebla,Urbana,Alfabetos,Total,419952,3299,8437,12118,13174,74109,60674,51034,43563,62088,38626,26485,25765,580
582,Estados Unidos Mexicanos,Puebla,Urbana,Alfabetos,Hombres,217307,1648,4320,6071,6822,37937,30128,24467,21866,33409,21577,15176,13524,362
583,Estados Unidos Mexicanos,Puebla,Urbana,Alfabetos,Mujeres,202645,1651,4117,6047,6352,36172,30546,26567,21697,28679,17049,11309,12241,218
584,Estados Unidos Mexicanos,Puebla,Urbana,Analfabetos,Total,207465,20964,14340,10553,5920,20138,15796,14847,15389,28041,20812,17596,22673,396
585,Estados Unidos Mexicanos,Puebla,Urbana,Analfabetos,Hombres,82940,10583,7335,5083,2840,9424,6398,5258,5418,9704,6857,5867,8007,166
586,Estados Unidos Mexicanos,Puebla,Urbana,Analfabetos,Mujeres,124525,10381,7005,5470,3080,10714,9398,9589,9971,18337,13955,11729,14666,230
587,Estados Unidos Mexicanos,Puebla,Rural,Total,Total,959916,41596,38305,38147,30618,153978,122285,82234,84059,137557,89326,66054,73347,2410
588,Estados Unidos Mexicanos,Puebla,Rural,Total,Hombres,483127,21081,19782,19297,15615,80134,62429,40396,40179,69179,44803,32815,36262,1155
589,Estados Unidos Mexicanos,Puebla,Rural,Total,Mujeres,476789,20515,18523,18850,15003,73844,59856,41838,43880,68378,44523,33239,37085,1255
590,Estados Unidos Mexicanos,Puebla,Rural,Alfabetos,Total,377388,2208,6140,10382,11996,81340,65503,33544,35604,56827,32429,20223,20881,311
591,Estados Unidos Mexicanos,Puebla,Rural,Alfabetos,Hombres,227295,1121,3312,5497,6307,43789,36598,19961,21614,37182,22789,14445,14473,207
592,Estados Unidos Mexicanos,Puebla,Rural,Alfabetos,Mujeres,150093,1087,2828,4885,5689,37551,28905,13583,13990,19645,9640,5778,6408,104
593,Estados Unidos Mexicanos,Puebla,Rural,Analfabetos,Total,582528,39388,32165,27765,18622,72638,56782,48690,48455,80730,56897,45831,52466,2099
594,Estados Unidos Mexicanos,Puebla,Rural,Analfabetos,Hombres,255832,19960,16470,13800,9308,36345,25831,20435,18565,31997,22014,18370,21789,948
595,Estados Unidos Mexicanos,Puebla,Rural,Analfabetos,Mujeres,326696,19428,15695,13965,9314,36293,30951,28255,29890,48733,34883,27461,30677,1151
596,Estados Unidos Mexicanos,Querétaro,Total,Total,Total,282703,12362,11102,11479,8415,44539,36187,28186,24182,38139,25318,19842,21728,1224
597,Estados Unidos Mexicanos,Querétaro,Total,Total,Hombres,141572,6331,5638,5776,4361,23119,18061,13531,11635,18999,12315,10096,10805,905
598,Estados Unidos Mexicanos,Querétaro,Total,Total,Mujeres,141131,6031,5464,5703,4054,21420,18126,14655,12547,19140,13003,9746,10923,319
599,Estados Unidos Mexicanos,Querétaro,Total,Alfabetos,Total,121293,941,2209,3184,3275,22093,19626,15070,11697,17784,10669,7072,7030,643
600,Estados Unidos Mexicanos,Querétaro,Total,Alfabetos,Hombres,67056,476,1131,1604,1717,11408,10227,8031,6568,10569,6360,4390,4021,554
601,Estados Unidos Mexicanos,Querétaro,Total,Alfabetos,Mujeres,54237,465,1078,1580,1558,10685,9399,7039,5129,7215,4309,2682,3009,89
602,Estados Unidos Mexicanos,Querétaro,Total,Analfabetos,Total,161410,11421,8893,8295,5140,22446,16561,13116,12485,20355,14649,12770,14698,581
603,Estados Unidos Mexicanos,Querétaro,Total,Analfabetos,Hombres,74516,5855,4507,4172,2644,11711,7834,5500,5067,8430,5955,5706,6784,351
604,Estados Unidos Mexicanos,Querétaro,Total,Analfabetos,Mujeres,86894,5566,4386,4123,2496,10735,8727,7616,7418,11925,8694,7064,7914,230
605,Estados Unidos Mexicanos,Querétaro,Urbana,Total,Total,77065,2784,2700,2600,2226,12447,10028,7809,6708,10129,6791,5568,6466,809
606,Estados Unidos Mexicanos,Querétaro,Urbana,Total,Hombres,36262,1395,1358,1299,1127,5983,4622,3452,3010,4725,3110,2620,2851,710
607,Estados Unidos Mexicanos,Querétaro,Urbana,Total,Mujeres,40803,1389,1342,1301,1099,6464,5406,4357,3698,5404,3681,2948,3615,99
608,Estados Unidos Mexicanos,Querétaro,Urbana,Alfabetos,Total,54422,509,1156,1564,1603,10536,8358,6297,5152,7320,4637,3274,3495,521
609,Estados Unidos Mexicanos,Querétaro,Urbana,Alfabetos,Hombres,27444,252,599,796,842,5155,4030,2956,2506,3821,2426,1806,1760,495
610,Estados Unidos Mexicanos,Querétaro,Urbana,Alfabetos,Mujeres,26978,257,557,768,761,5381,4328,3341,2646,3499,2211,1468,1735,26
611,Estados Unidos Mexicanos,Querétaro,Urbana,Analfabetos,Total,22643,2275,1544,1036,623,1911,1670,1512,1556,2809,2154,2294,2971,288
612,Estados Unidos Mexicanos,Querétaro,Urbana,Analfabetos,Hombres,8818,1143,759,503,285,828,592,496,504,904,684,814,1091,215
613,Estados Unidos Mexicanos,Querétaro,Urbana,Analfabetos,Mujeres,13825,1132,785,533,338,1083,1078,1016,1052,1905,1470,1480,1880,73
614,Estados Unidos Mexicanos,Querétaro,Rural,Total,Total,205638,9578,8402,8879,6189,32092,26159,20377,17474,28010,18527,14274,15262,415
615,Estados Unidos Mexicanos,Querétaro,Rural,Total,Hombres,105310,4936,4280,4477,3234,17136,13439,10079,8625,14274,9205,7476,7954,195
616,Estados Unidos Mexicanos,Querétaro,Rural,Total,Mujeres,100328,4642,4122,4402,2955,14956,12720,10298,8849,13736,9322,6798,7308,220
617,Estados Unidos Mexicanos,Querétaro,Rural,Alfabetos,Total,66871,432,1053,1620,1672,11557,11268,8773,6545,10464,6032,3798,3535,122
618,Estados Unidos Mexicanos,Querétaro,Rural,Alfabetos,Hombres,39612,224,532,808,875,6253,6197,5075,4062,6748,3934,2584,2261,59
619,Estados Unidos Mexicanos,Querétaro,Rural,Alfabetos,Mujeres,27259,208,521,812,797,5304,5071,3698,2483,3716,2098,1214,1274,63
620,Estados Unidos Mexicanos,Querétaro,Rural,Analfabetos,Total,138767,9146,7349,7259,4517,20535,14891,11604,10929,17546,12495,10476,11727,293
621,Estados Unidos Mexicanos,Querétaro,Rural,Analfabetos,Hombres,65698,4712,3748,3669,2359,10883,7242,5004,4563,7526,5271,4892,5693,136
622,Estados Unidos Mexicanos,Querétaro,Rural,Analfabetos,Mujeres,73069,4434,3601,3590,2158,9652,7649,6600,6366,10020,7224,5584,6034,157
623,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Total,Total,Total,39128,1830,1667,1613,1326,6192,4736,4494,3701,5658,3681,2169,1946,115
624,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Total,Total,Hombres,21055,960,908,804,693,3239,2377,2357,1892,3133,2181,1284,1168,59
625,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Total,Total,Mujeres,18073,870,759,809,633,2953,2359,2137,1809,2525,1500,885,778,56
626,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Total,Alfabetos,Total,25231,244,631,848,884,4778,3649,3276,2525,3783,2331,1291,940,51
627,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Total,Alfabetos,Hombres,14444,133,343,434,458,2504,1907,1868,1428,2297,1531,858,654,29
628,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Total,Alfabetos,Mujeres,10787,111,288,414,426,2274,1742,1408,1097,1486,800,433,286,22
629,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Total,Analfabetos,Total,13897,1586,1036,765,442,1414,1087,1218,1176,1875,1350,878,1006,64
630,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Total,Analfabetos,Hombres,6611,827,565,370,235,735,470,489,464,836,650,426,514,30
631,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Total,Analfabetos,Mujeres,7286,759,471,395,207,679,617,729,712,1039,700,452,492,34
632,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Urbana,Total,Total,12378,503,470,450,402,1873,1479,1371,1139,1764,1277,811,767,72
633,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Urbana,Total,Hombres,6428,267,259,215,208,942,719,722,583,945,709,425,402,32
634,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Urbana,Total,Mujeres,5950,236,211,235,194,931,760,649,556,819,568,386,365,40
635,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Urbana,Alfabetos,Total,10171,105,253,310,320,1675,1358,1265,1025,1558,1101,641,529,31
636,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Urbana,Alfabetos,Hombres,5462,56,136,151,167,845,661,679,542,863,657,374,317,14
637,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Urbana,Alfabetos,Mujeres,4709,49,117,159,153,830,697,586,483,695,444,267,212,17
638,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Urbana,Analfabetos,Total,2207,398,217,140,82,198,121,106,114,206,176,170,238,41
639,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Urbana,Analfabetos,Hombres,966,211,123,64,41,97,58,43,41,82,52,51,85,18
640,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Urbana,Analfabetos,Mujeres,1241,187,94,76,41,101,63,63,73,124,124,119,153,23
641,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Rural,Total,Total,26750,1327,1197,1163,924,4319,3257,3123,2562,3894,2404,1358,1179,43
642,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Rural,Total,Hombres,14627,693,649,589,485,2297,1658,1635,1309,2188,1472,859,766,27
643,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Rural,Total,Mujeres,12123,634,548,574,439,2022,1599,1488,1253,1706,932,499,413,16
644,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Rural,Alfabetos,Total,15060,139,378,538,564,3103,2291,2011,1500,2225,1230,650,411,20
645,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Rural,Alfabetos,Hombres,8982,77,207,283,291,1659,1246,1189,886,1434,874,484,337,15
646,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Rural,Alfabetos,Mujeres,6078,62,171,255,273,1444,1045,822,614,791,356,166,74,5
647,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Rural,Analfabetos,Total,11690,1188,819,625,360,1216,966,1112,1062,1669,1174,708,768,23
648,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Rural,Analfabetos,Hombres,5645,616,442,306,194,638,412,446,423,754,598,375,429,12
649,Estados Unidos Mexicanos,"Quintana Roo, Territorio",Rural,Analfabetos,Mujeres,6045,572,377,319,166,578,554,666,639,915,576,333,339,11
650,Estados Unidos Mexicanos,San Luis Potosí,Total,Total,Total,832482,34695,32351,32043,26522,132222,105011,89131,74494,116600,70594,57146,60484,1189
651,Estados Unidos Mexicanos,San Luis Potosí,Total,Total,Hombres,418491,17548,16520,16010,13485,68120,52424,43007,35879,58996,35359,29772,30823,548
652,Estados Unidos Mexicanos,San Luis Potosí,Total,Total,Mujeres,413991,17147,15831,16033,13037,64102,52587,46124,38615,57604,35235,27374,29661,641
653,Estados Unidos Mexicanos,San Luis Potosí,Total,Alfabetos,Total,444013,2911,8119,11969,13201,83982,69460,57111,44457,68123,37245,24905,22131,399
654,Estados Unidos Mexicanos,San Luis Potosí,Total,Alfabetos,Hombres,237417,1432,4022,5788,6677,42840,35169,29179,23311,38520,21888,15350,13040,201
655,Estados Unidos Mexicanos,San Luis Potosí,Total,Alfabetos,Mujeres,206596,1479,4097,6181,6524,41142,34291,27932,21146,29603,15357,9555,9091,198
656,Estados Unidos Mexicanos,San Luis Potosí,Total,Analfabetos,Total,388469,31784,24232,20074,13321,48240,35551,32020,30037,48477,33349,32241,38353,790
657,Estados Unidos Mexicanos,San Luis Potosí,Total,Analfabetos,Hombres,181074,16116,12498,10222,6808,25280,17255,13828,12568,20476,13471,14422,17783,347
658,Estados Unidos Mexicanos,San Luis Potosí,Total,Analfabetos,Mujeres,207395,15668,11734,9852,6513,22960,18296,18192,17469,28001,19878,17819,20570,443
659,Estados Unidos Mexicanos,San Luis Potosí,Urbana,Total,Total,283937,10645,10436,10248,8990,43985,35112,29570,24224,40679,25911,21022,22733,382
660,Estados Unidos Mexicanos,San Luis Potosí,Urbana,Total,Hombres,135424,5374,5287,5074,4522,22019,16742,13333,10928,19146,12364,10191,10248,196
661,Estados Unidos Mexicanos,San Luis Potosí,Urbana,Total,Mujeres,148513,5271,5149,5174,4468,21966,18370,16237,13296,21533,13547,10831,12485,186
662,Estados Unidos Mexicanos,San Luis Potosí,Urbana,Alfabetos,Total,200773,1560,4456,6112,6465,35707,28889,23412,18552,30699,18847,13393,12476,205
663,Estados Unidos Mexicanos,San Luis Potosí,Urbana,Alfabetos,Hombres,100150,788,2214,3002,3235,17822,13942,10931,8806,15525,9942,7391,6457,95
664,Estados Unidos Mexicanos,San Luis Potosí,Urbana,Alfabetos,Mujeres,100623,772,2242,3110,3230,17885,14947,12481,9746,15174,8905,6002,6019,110
665,Estados Unidos Mexicanos,San Luis Potosí,Urbana,Analfabetos,Total,83164,9085,5980,4136,2525,8278,6223,6158,5672,9980,7064,7629,10257,177
666,Estados Unidos Mexicanos,San Luis Potosí,Urbana,Analfabetos,Hombres,35274,4586,3073,2072,1287,4197,2800,2402,2122,3621,2422,2800,3791,101
667,Estados Unidos Mexicanos,San Luis Potosí,Urbana,Analfabetos,Mujeres,47890,4499,2907,2064,1238,4081,3423,3756,3550,6359,4642,4829,6466,76
668,Estados Unidos Mexicanos,San Luis Potosí,Rural,Total,Total,548545,24050,21915,21795,17532,88237,69899,59561,50270,75921,44683,36124,37751,807
669,Estados Unidos Mexicanos,San Luis Potosí,Rural,Total,Hombres,283067,12174,11233,10936,8963,46101,35682,29674,24951,39850,22995,19581,20575,352
670,Estados Unidos Mexicanos,San Luis Potosí,Rural,Total,Mujeres,265478,11876,10682,10859,8569,42136,34217,29887,25319,36071,21688,16543,17176,455
671,Estados Unidos Mexicanos,San Luis Potosí,Rural,Alfabetos,Total,243240,1351,3663,5857,6736,48275,40571,33699,25905,37424,18398,11512,9655,194
672,Estados Unidos Mexicanos,San Luis Potosí,Rural,Alfabetos,Hombres,137267,644,1808,2786,3442,25018,21227,18248,14505,22995,11946,7959,6583,106
673,Estados Unidos Mexicanos,San Luis Potosí,Rural,Alfabetos,Mujeres,105973,707,1855,3071,3294,23257,19344,15451,11400,14429,6452,3553,3072,88
674,Estados Unidos Mexicanos,San Luis Potosí,Rural,Analfabetos,Total,305305,22699,18252,15938,10796,39962,29328,25862,24365,38497,26285,24612,28096,613
675,Estados Unidos Mexicanos,San Luis Potosí,Rural,Analfabetos,Hombres,145800,11530,9425,8150,5521,21083,14455,11426,10446,16855,11049,11622,13992,246
676,Estados Unidos Mexicanos,San Luis Potosí,Rural,Analfabetos,Mujeres,159505,11169,8827,7788,5275,18879,14873,14436,13919,21642,15236,12990,14104,367
677,Estados Unidos Mexicanos,Sinaloa,Total,Total,Total,667829,28280,27006,26358,21626,112266,90412,71290,54764,88725,61782,40045,44105,1170
678,Estados Unidos Mexicanos,Sinaloa,Total,Total,Hombres,338660,14605,14011,13427,10926,58130,45396,35070,26765,44914,31848,20718,22124,726
679,Estados Unidos Mexicanos,Sinaloa,Total,Total,Mujeres,329169,13675,12995,12931,10700,54136,45016,36220,27999,43811,29934,19327,21981,444
680,Estados Unidos Mexicanos,Sinaloa,Total,Alfabetos,Total,440965,3112,9978,14282,14489,87696,70695,54152,40688,63820,39462,21481,20636,474
681,Estados Unidos Mexicanos,Sinaloa,Total,Alfabetos,Hombres,220539,1511,4982,7035,7130,44017,34050,26044,19718,32615,20759,11601,10779,298
682,Estados Unidos Mexicanos,Sinaloa,Total,Alfabetos,Mujeres,220426,1601,4996,7247,7359,43679,36645,28108,20970,31205,18703,9880,9857,176
683,Estados Unidos Mexicanos,Sinaloa,Total,Analfabetos,Total,226864,25168,17028,12076,7137,24570,19717,17138,14076,24905,22320,18564,23469,696
684,Estados Unidos Mexicanos,Sinaloa,Total,Analfabetos,Hombres,118121,13094,9029,6392,3796,14113,11346,9026,7047,12299,11089,9117,11345,428
685,Estados Unidos Mexicanos,Sinaloa,Total,Analfabetos,Mujeres,108743,12074,7999,5684,3341,10457,8371,8112,7029,12606,11231,9447,12124,268
686,Estados Unidos Mexicanos,Sinaloa,Urbana,Total,Total,252811,9971,9646,9344,7808,42769,33750,26577,21676,35319,24158,15358,15740,695
687,Estados Unidos Mexicanos,Sinaloa,Urbana,Total,Hombres,123086,5157,5007,4711,3910,21574,15861,12210,10057,17300,12035,7596,7189,479
688,Estados Unidos Mexicanos,Sinaloa,Urbana,Total,Mujeres,129725,4814,4639,4633,3898,21195,17889,14367,11619,18019,12123,7762,8551,216
689,Estados Unidos Mexicanos,Sinaloa,Urbana,Alfabetos,Total,200060,1461,4885,6707,6394,38513,29948,23172,18680,29870,19139,10944,10050,297
690,Estados Unidos Mexicanos,Sinaloa,Urbana,Alfabetos,Hombres,97885,721,2428,3313,3177,19272,13883,10633,8760,14920,9933,5738,4904,203
691,Estados Unidos Mexicanos,Sinaloa,Urbana,Alfabetos,Mujeres,102175,740,2457,3394,3217,19241,16065,12539,9920,14950,9206,5206,5146,94
692,Estados Unidos Mexicanos,Sinaloa,Urbana,Analfabetos,Total,52751,8510,4761,2637,1414,4256,3802,3405,2996,5449,5019,4414,5690,398
693,Estados Unidos Mexicanos,Sinaloa,Urbana,Analfabetos,Hombres,25201,4436,2579,1398,733,2302,1978,1577,1297,2380,2102,1858,2285,276
694,Estados Unidos Mexicanos,Sinaloa,Urbana,Analfabetos,Mujeres,27550,4074,2182,1239,681,1954,1824,1828,1699,3069,2917,2556,3405,122
695,Estados Unidos Mexicanos,Sinaloa,Rural,Total,Total,415018,18309,17360,17014,13818,69497,56662,44713,33088,53406,37624,24687,28365,475
696,Estados Unidos Mexicanos,Sinaloa,Rural,Total,Hombres,215574,9448,9004,8716,7016,36556,29535,22860,16708,27614,19813,13122,14935,247
697,Estados Unidos Mexicanos,Sinaloa,Rural,Total,Mujeres,199444,8861,8356,8298,6802,32941,27127,21853,16380,25792,17811,11565,13430,228
698,Estados Unidos Mexicanos,Sinaloa,Rural,Alfabetos,Total,240905,1651,5093,7575,8095,49183,40747,30980,22008,33950,20323,10537,10586,177
699,Estados Unidos Mexicanos,Sinaloa,Rural,Alfabetos,Hombres,122654,790,2554,3722,3953,24745,20167,15411,10958,17695,10826,5863,5875,95
700,Estados Unidos Mexicanos,Sinaloa,Rural,Alfabetos,Mujeres,118251,861,2539,3853,4142,24438,20580,15569,11050,16255,9497,4674,4711,82
701,Estados Unidos Mexicanos,Sinaloa,Rural,Analfabetos,Total,174113,16658,12267,9439,5723,20314,15915,13733,11080,19456,17301,14150,17779,298
702,Estados Unidos Mexicanos,Sinaloa,Rural,Analfabetos,Hombres,92920,8658,6450,4994,3063,11811,9368,7449,5750,9919,8987,7259,9060,152
703,Estados Unidos Mexicanos,Sinaloa,Rural,Analfabetos,Mujeres,81193,8000,5817,4445,2660,8503,6547,6284,5330,9537,8314,6891,8719,146
704,Estados Unidos Mexicanos,Sonora,Total,Total,Total,622440,25727,25477,22847,19201,96497,80083,68447,55565,88461,60258,39392,39351,1134
705,Estados Unidos Mexicanos,Sonora,Total,Total,Hombres,314176,13158,13028,11523,9581,48968,39285,33112,27237,45743,31309,20683,19827,722
706,Estados Unidos Mexicanos,Sonora,Total,Total,Mujeres,308264,12569,12449,11324,9620,47529,40798,35335,28328,42718,28949,18709,19524,412
707,Estados Unidos Mexicanos,Sonora,Total,Alfabetos,Total,474132,2862,10186,15079,15052,84062,71553,58388,46126,72396,47142,27298,23486,502
708,Estados Unidos Mexicanos,Sonora,Total,Alfabetos,Hombres,239146,1377,5075,7436,7406,42100,34267,28188,22736,37897,25145,14870,12338,311
709,Estados Unidos Mexicanos,Sonora,Total,Alfabetos,Mujeres,234986,1485,5111,7643,7646,41962,37286,30200,23390,34499,21997,12428,11148,191
710,Estados Unidos Mexicanos,Sonora,Total,Analfabetos,Total,148308,22865,15291,7768,4149,12435,8530,10059,9439,16065,13116,12094,15865,632
